"Day No","Period No","Teacher Code","Precedes","Session No","Session Name","Session Code","Unavailable"
"3","2","LEE","False","1","After Period 2 Day 3","R","True"
"3","4","LEE","False","1","After Period 4 Day 3","L1","True"
"3","5","LEE","True","1","Before Period 5 Day 3","L2","True"
"3","6","LEE","False","1","After Period 6 Day 3","AS","True"
"4","1","LEE","True","1","Before Period 1 Day 4","BS","True"
"4","2","LEE","False","1","After Period 2 Day 4","R","True"
"4","4","LEE","False","1","After Period 4 Day 4","L1","True"
"4","5","LEE","True","1","Before Period 5 Day 4","L2","True"
"4","6","LEE","False","1","After Period 6 Day 4","AS","True"
"5","1","LEE","True","1","Before Period 1 Day 5","BS","True"
"5","2","LEE","False","1","After Period 2 Day 5","R","True"
"5","4","LEE","False","1","After Period 4 Day 5","L1","True"
"5","5","LEE","True","1","Before Period 5 Day 5","L2","True"
"5","6","LEE","False","1","After Period 6 Day 5","AS","True"
"6","1","LEE","True","1","Before Period 1 Day 6","BS","True"
"6","2","LEE","False","1","After Period 2 Day 6","R","True"
"6","4","LEE","False","1","After Period 4 Day 6","L1","True"
"6","5","LEE","True","1","Before Period 5 Day 6","L2","True"
"6","6","LEE","False","1","After Period 6 Day 6","AS","True"
"7","1","LEE","True","1","Before Period 1 Day 7","BS","True"
"7","2","LEE","False","1","After Period 2 Day 7","R","True"
"7","4","LEE","False","1","After Period 4 Day 7","L1","True"
"7","5","LEE","True","1","Before Period 5 Day 7","L2","True"
"7","6","LEE","False","1","After Period 6 Day 7","AS","True"
"8","1","LEE","True","1","Before Period 1 Day 8","BS","True"
"8","2","LEE","False","1","After Period 2 Day 8","R","True"
"8","4","LEE","False","1","After Period 4 Day 8","L1","True"
"8","5","LEE","True","1","Before Period 5 Day 8","L2","True"
"8","6","LEE","False","1","After Period 6 Day 8","AS","True"
"9","1","LEE","True","1","Before Period 1 Day 9","BS","True"
"9","2","LEE","False","1","After Period 2 Day 9","R","True"
"9","4","LEE","False","1","After Period 4 Day 9","L1","True"
"9","5","LEE","True","1","Before Period 5 Day 9","L2","True"
"9","6","LEE","False","1","After Period 6 Day 9","AS","True"
"10","1","LEE","True","1","Before Period 1 Day 10","BS","True"
"10","2","LEE","False","1","After Period 2 Day 10","R","True"
"10","4","LEE","False","1","After Period 4 Day 10","L1","True"
"10","5","LEE","True","1","Before Period 5 Day 10","L2","True"
"10","6","LEE","False","1","After Period 6 Day 10","AS","True"
"1","2","LEV","False","1","AfterPeriod2Day1","R","True"
"1","4","LEV","False","1","AfterPeriod4Day1","L1","True"
"1","5","LEV","True","1","BeforePeriod5Day1","L2","True"
"1","1","LEV","True","1","Before Period1 Day 1","BS","True"
"1","6","LEV","False","1","AfterPeriod6Day1","AS","True"
"2","1","LEV","True","1","Before Period 1 Day 2","BS","True"
"2","2","LEV","False","1","After Period 2 Day 2","R","True"
"2","4","LEV","False","1","After Period 4 Day 2","L1","True"
"2","5","LEV","True","1","Before Period 5 Day 2","L2","True"
"2","6","LEV","False","1","After Period 6 Day 2","AS","True"
"3","1","LEV","True","1","Before Period 1 Day 3","BS","True"
"3","2","LEV","False","1","After Period 2 Day 3","R","True"
"3","4","LEV","False","1","After Period 4 Day 3","L1","True"
"3","5","LEV","True","1","Before Period 5 Day 3","L2","True"
"3","6","LEV","False","1","After Period 6 Day 3","AS","True"
"4","1","LEV","True","1","Before Period 1 Day 4","BS","True"
"4","2","LEV","False","1","After Period 2 Day 4","R","True"
"4","4","LEV","False","1","After Period 4 Day 4","L1","True"
"4","5","LEV","True","1","Before Period 5 Day 4","L2","True"
"4","6","LEV","False","1","After Period 6 Day 4","AS","True"
"5","1","LEV","True","1","Before Period 1 Day 5","BS","True"
"5","2","LEV","False","1","After Period 2 Day 5","R","True"
"5","4","LEV","False","1","After Period 4 Day 5","L1","True"
"5","5","LEV","True","1","Before Period 5 Day 5","L2","True"
"5","6","LEV","False","1","After Period 6 Day 5","AS","True"
"6","1","LEV","True","1","Before Period 1 Day 6","BS","True"
"6","2","LEV","False","1","After Period 2 Day 6","R","True"
"6","4","LEV","False","1","After Period 4 Day 6","L1","True"
"6","5","LEV","True","1","Before Period 5 Day 6","L2","True"
"6","6","LEV","False","1","After Period 6 Day 6","AS","True"
"7","1","LEV","True","1","Before Period 1 Day 7","BS","True"
"7","2","LEV","False","1","After Period 2 Day 7","R","True"
"7","4","LEV","False","1","After Period 4 Day 7","L1","True"
"7","5","LEV","True","1","Before Period 5 Day 7","L2","True"
"7","6","LEV","False","1","After Period 6 Day 7","AS","True"
"8","1","LEV","True","1","Before Period 1 Day 8","BS","True"
"8","2","LEV","False","1","After Period 2 Day 8","R","True"
"8","4","LEV","False","1","After Period 4 Day 8","L1","True"
"8","5","LEV","True","1","Before Period 5 Day 8","L2","True"
"8","6","LEV","False","1","After Period 6 Day 8","AS","True"
"9","1","LEV","True","1","Before Period 1 Day 9","BS","True"
"9","2","LEV","False","1","After Period 2 Day 9","R","True"
"9","4","LEV","False","1","After Period 4 Day 9","L1","True"
"9","5","LEV","True","1","Before Period 5 Day 9","L2","True"
"9","6","LEV","False","1","After Period 6 Day 9","AS","True"
"10","1","LEV","True","1","Before Period 1 Day 10","BS","True"
"10","2","LEV","False","1","After Period 2 Day 10","R","True"
"10","4","LEV","False","1","After Period 4 Day 10","L1","True"
"10","5","LEV","True","1","Before Period 5 Day 10","L2","True"
"10","6","LEV","False","1","After Period 6 Day 10","AS","True"
"1","2","MAX","False","1","AfterPeriod2Day1","R","True"
"1","4","MAX","False","1","AfterPeriod4Day1","L1","True"
"1","5","MAX","True","1","BeforePeriod5Day1","L2","True"
"1","1","MAX","True","1","Before Period1 Day 1","BS","True"
"1","6","MAX","False","1","AfterPeriod6Day1","AS","True"
"2","1","MAX","True","1","Before Period 1 Day 2","BS","True"
"2","2","MAX","False","1","After Period 2 Day 2","R","True"
"2","4","MAX","False","1","After Period 4 Day 2","L1","True"
"2","5","MAX","True","1","Before Period 5 Day 2","L2","True"
"2","6","MAX","False","1","After Period 6 Day 2","AS","True"
"3","1","MAX","True","1","Before Period 1 Day 3","BS","True"
"3","2","MAX","False","1","After Period 2 Day 3","R","True"
"3","4","MAX","False","1","After Period 4 Day 3","L1","True"
"3","5","MAX","True","1","Before Period 5 Day 3","L2","True"
"3","6","MAX","False","1","After Period 6 Day 3","AS","True"
"4","1","MAX","True","1","Before Period 1 Day 4","BS","True"
"4","2","MAX","False","1","After Period 2 Day 4","R","True"
"4","4","MAX","False","1","After Period 4 Day 4","L1","True"
"4","5","MAX","True","1","Before Period 5 Day 4","L2","True"
"4","6","MAX","False","1","After Period 6 Day 4","AS","True"
"5","1","MAX","True","1","Before Period 1 Day 5","BS","True"
"5","2","MAX","False","1","After Period 2 Day 5","R","True"
"5","4","MAX","False","1","After Period 4 Day 5","L1","True"
"5","5","MAX","True","1","Before Period 5 Day 5","L2","True"
"5","6","MAX","False","1","After Period 6 Day 5","AS","True"
"6","1","MAX","True","1","Before Period 1 Day 6","BS","True"
"6","2","MAX","False","1","After Period 2 Day 6","R","True"
"6","4","MAX","False","1","After Period 4 Day 6","L1","True"
"6","5","MAX","True","1","Before Period 5 Day 6","L2","True"
"6","6","MAX","False","1","After Period 6 Day 6","AS","True"
"7","1","MAX","True","1","Before Period 1 Day 7","BS","True"
"7","2","MAX","False","1","After Period 2 Day 7","R","True"
"7","4","MAX","False","1","After Period 4 Day 7","L1","True"
"7","5","MAX","True","1","Before Period 5 Day 7","L2","True"
"7","6","MAX","False","1","After Period 6 Day 7","AS","True"
"8","1","MAX","True","1","Before Period 1 Day 8","BS","True"
"8","2","MAX","False","1","After Period 2 Day 8","R","True"
"8","4","MAX","False","1","After Period 4 Day 8","L1","True"
"8","5","MAX","True","1","Before Period 5 Day 8","L2","True"
"8","6","MAX","False","1","After Period 6 Day 8","AS","True"
"9","1","MAX","True","1","Before Period 1 Day 9","BS","True"
"9","2","MAX","False","1","After Period 2 Day 9","R","True"
"9","4","MAX","False","1","After Period 4 Day 9","L1","True"
"9","5","MAX","True","1","Before Period 5 Day 9","L2","True"
"9","6","MAX","False","1","After Period 6 Day 9","AS","True"
"10","1","MAX","True","1","Before Period 1 Day 10","BS","True"
"10","2","MAX","False","1","After Period 2 Day 10","R","True"
"10","4","MAX","False","1","After Period 4 Day 10","L1","True"
"10","5","MAX","True","1","Before Period 5 Day 10","L2","True"
"10","6","MAX","False","1","After Period 6 Day 10","AS","True"
"1","2","MEY","False","1","AfterPeriod2Day1","R","True"
"1","4","MEY","False","1","AfterPeriod4Day1","L1","True"
"1","5","MEY","True","1","BeforePeriod5Day1","L2","True"
"1","1","MEY","True","1","Before Period1 Day 1","BS","True"
"1","6","MEY","False","1","AfterPeriod6Day1","AS","True"
"2","1","MEY","True","1","Before Period 1 Day 2","BS","True"
"2","2","MEY","False","1","After Period 2 Day 2","R","True"
"2","4","MEY","False","1","After Period 4 Day 2","L1","True"
"2","5","MEY","True","1","Before Period 5 Day 2","L2","True"
"2","6","MEY","False","1","After Period 6 Day 2","AS","True"
"3","1","MEY","True","1","Before Period 1 Day 3","BS","True"
"3","2","MEY","False","1","After Period 2 Day 3","R","True"
"3","4","MEY","False","1","After Period 4 Day 3","L1","True"
"3","5","MEY","True","1","Before Period 5 Day 3","L2","True"
"3","6","MEY","False","1","After Period 6 Day 3","AS","True"
"4","1","MEY","True","1","Before Period 1 Day 4","BS","True"
"4","2","MEY","False","1","After Period 2 Day 4","R","True"
"4","4","MEY","False","1","After Period 4 Day 4","L1","True"
"4","5","MEY","True","1","Before Period 5 Day 4","L2","True"
"4","6","MEY","False","1","After Period 6 Day 4","AS","True"
"5","1","MEY","True","1","Before Period 1 Day 5","BS","True"
"5","2","MEY","False","1","After Period 2 Day 5","R","True"
"5","4","MEY","False","1","After Period 4 Day 5","L1","True"
"5","5","MEY","True","1","Before Period 5 Day 5","L2","True"
"5","6","MEY","False","1","After Period 6 Day 5","AS","True"
"6","1","MEY","True","1","Before Period 1 Day 6","BS","True"
"6","2","MEY","False","1","After Period 2 Day 6","R","True"
"6","4","MEY","False","1","After Period 4 Day 6","L1","True"
"6","5","MEY","True","1","Before Period 5 Day 6","L2","True"
"6","6","MEY","False","1","After Period 6 Day 6","AS","True"
"7","1","MEY","True","1","Before Period 1 Day 7","BS","True"
"7","2","MEY","False","1","After Period 2 Day 7","R","True"
"7","4","MEY","False","1","After Period 4 Day 7","L1","True"
"7","5","MEY","True","1","Before Period 5 Day 7","L2","True"
"7","6","MEY","False","1","After Period 6 Day 7","AS","True"
"8","1","MEY","True","1","Before Period 1 Day 8","BS","True"
"8","2","MEY","False","1","After Period 2 Day 8","R","True"
"8","4","MEY","False","1","After Period 4 Day 8","L1","True"
"8","5","MEY","True","1","Before Period 5 Day 8","L2","True"
"8","6","MEY","False","1","After Period 6 Day 8","AS","True"
"9","1","MEY","True","1","Before Period 1 Day 9","BS","True"
"9","2","MEY","False","1","After Period 2 Day 9","R","True"
"9","4","MEY","False","1","After Period 4 Day 9","L1","True"
"9","5","MEY","True","1","Before Period 5 Day 9","L2","True"
"9","6","MEY","False","1","After Period 6 Day 9","AS","True"
"10","1","MEY","True","1","Before Period 1 Day 10","BS","True"
"10","2","MEY","False","1","After Period 2 Day 10","R","True"
"10","4","MEY","False","1","After Period 4 Day 10","L1","True"
"10","5","MEY","True","1","Before Period 5 Day 10","L2","True"
"10","6","MEY","False","1","After Period 6 Day 10","AS","True"
"1","2","MIA","False","1","AfterPeriod2Day1","R","True"
"1","4","MIA","False","1","AfterPeriod4Day1","L1","True"
"1","5","MIA","True","1","BeforePeriod5Day1","L2","True"
"1","1","MIA","True","1","Before Period1 Day 1","BS","True"
"1","6","MIA","False","1","AfterPeriod6Day1","AS","True"
"2","1","MIA","True","1","Before Period 1 Day 2","BS","True"
"2","2","MIA","False","1","After Period 2 Day 2","R","True"
"2","4","MIA","False","1","After Period 4 Day 2","L1","True"
"2","5","MIA","True","1","Before Period 5 Day 2","L2","True"
"2","6","MIA","False","1","After Period 6 Day 2","AS","True"
"3","1","MIA","True","1","Before Period 1 Day 3","BS","True"
"3","2","MIA","False","1","After Period 2 Day 3","R","True"
"3","4","MIA","False","1","After Period 4 Day 3","L1","True"
"3","5","MIA","True","1","Before Period 5 Day 3","L2","True"
"3","6","MIA","False","1","After Period 6 Day 3","AS","True"
"4","1","MIA","True","1","Before Period 1 Day 4","BS","True"
"4","2","MIA","False","1","After Period 2 Day 4","R","True"
"4","4","MIA","False","1","After Period 4 Day 4","L1","True"
"4","5","MIA","True","1","Before Period 5 Day 4","L2","True"
"4","6","MIA","False","1","After Period 6 Day 4","AS","True"
"5","1","MIA","True","1","Before Period 1 Day 5","BS","True"
"5","2","MIA","False","1","After Period 2 Day 5","R","True"
"5","4","MIA","False","1","After Period 4 Day 5","L1","True"
"5","5","MIA","True","1","Before Period 5 Day 5","L2","True"
"5","6","MIA","False","1","After Period 6 Day 5","AS","True"
"6","1","MIA","True","1","Before Period 1 Day 6","BS","True"
"6","2","MIA","False","1","After Period 2 Day 6","R","True"
"6","4","MIA","False","1","After Period 4 Day 6","L1","True"
"6","5","MIA","True","1","Before Period 5 Day 6","L2","True"
"6","6","MIA","False","1","After Period 6 Day 6","AS","True"
"7","1","MIA","True","1","Before Period 1 Day 7","BS","True"
"7","2","MIA","False","1","After Period 2 Day 7","R","True"
"7","4","MIA","False","1","After Period 4 Day 7","L1","True"
"7","5","MIA","True","1","Before Period 5 Day 7","L2","True"
"7","6","MIA","False","1","After Period 6 Day 7","AS","True"
"8","1","MIA","True","1","Before Period 1 Day 8","BS","True"
"8","2","MIA","False","1","After Period 2 Day 8","R","True"
"8","4","MIA","False","1","After Period 4 Day 8","L1","True"
"8","5","MIA","True","1","Before Period 5 Day 8","L2","True"
"8","6","MIA","False","1","After Period 6 Day 8","AS","True"
"9","1","MIA","True","1","Before Period 1 Day 9","BS","True"
"9","2","MIA","False","1","After Period 2 Day 9","R","True"
"9","4","MIA","False","1","After Period 4 Day 9","L1","True"
"9","5","MIA","True","1","Before Period 5 Day 9","L2","True"
"9","6","MIA","False","1","After Period 6 Day 9","AS","True"
"10","1","MIA","True","1","Before Period 1 Day 10","BS","True"
"10","2","MIA","False","1","After Period 2 Day 10","R","True"
"10","4","MIA","False","1","After Period 4 Day 10","L1","True"
"10","5","MIA","True","1","Before Period 5 Day 10","L2","True"
"10","6","MIA","False","1","After Period 6 Day 10","AS","True"
"1","2","WID","False","1","AfterPeriod2Day1","R","True"
"1","4","WID","False","1","AfterPeriod4Day1","L1","True"
"1","5","WID","True","1","BeforePeriod5Day1","L2","True"
"1","1","WID","True","1","Before Period1 Day 1","BS","True"
"1","6","WID","False","1","AfterPeriod6Day1","AS","True"
"2","1","WID","True","1","Before Period 1 Day 2","BS","True"
"2","2","WID","False","1","After Period 2 Day 2","R","True"
"2","4","WID","False","1","After Period 4 Day 2","L1","True"
"2","5","WID","True","1","Before Period 5 Day 2","L2","True"
"2","6","WID","False","1","After Period 6 Day 2","AS","True"
"3","1","WID","True","1","Before Period 1 Day 3","BS","True"
"3","2","WID","False","1","After Period 2 Day 3","R","True"
"3","4","WID","False","1","After Period 4 Day 3","L1","True"
"3","5","WID","True","1","Before Period 5 Day 3","L2","True"
"3","6","WID","False","1","After Period 6 Day 3","AS","True"
"4","1","WID","True","1","Before Period 1 Day 4","BS","True"
"4","2","WID","False","1","After Period 2 Day 4","R","True"
"4","4","WID","False","1","After Period 4 Day 4","L1","True"
"4","5","WID","True","1","Before Period 5 Day 4","L2","True"
"4","6","WID","False","1","After Period 6 Day 4","AS","True"
"5","1","WID","True","1","Before Period 1 Day 5","BS","True"
"5","2","WID","False","1","After Period 2 Day 5","R","True"
"5","4","WID","False","1","After Period 4 Day 5","L1","True"
"5","5","WID","True","1","Before Period 5 Day 5","L2","True"
"5","6","WID","False","1","After Period 6 Day 5","AS","True"
"6","1","WID","True","1","Before Period 1 Day 6","BS","True"
"6","2","WID","False","1","After Period 2 Day 6","R","True"
"6","4","WID","False","1","After Period 4 Day 6","L1","True"
"6","5","WID","True","1","Before Period 5 Day 6","L2","True"
"6","6","WID","False","1","After Period 6 Day 6","AS","True"
"7","1","WID","True","1","Before Period 1 Day 7","BS","True"
"7","2","WID","False","1","After Period 2 Day 7","R","True"
"7","4","WID","False","1","After Period 4 Day 7","L1","True"
"7","5","WID","True","1","Before Period 5 Day 7","L2","True"
"7","6","WID","False","1","After Period 6 Day 7","AS","True"
"8","1","WID","True","1","Before Period 1 Day 8","BS","True"
"8","2","WID","False","1","After Period 2 Day 8","R","True"
"8","4","WID","False","1","After Period 4 Day 8","L1","True"
"8","5","WID","True","1","Before Period 5 Day 8","L2","True"
"8","6","WID","False","1","After Period 6 Day 8","AS","True"
"9","1","WID","True","1","Before Period 1 Day 9","BS","True"
"9","2","WID","False","1","After Period 2 Day 9","R","True"
"9","4","WID","False","1","After Period 4 Day 9","L1","True"
"9","5","WID","True","1","Before Period 5 Day 9","L2","True"
"9","6","WID","False","1","After Period 6 Day 9","AS","True"
"10","1","WID","True","1","Before Period 1 Day 10","BS","True"
"10","2","WID","False","1","After Period 2 Day 10","R","True"
"10","4","WID","False","1","After Period 4 Day 10","L1","True"
"10","5","WID","True","1","Before Period 5 Day 10","L2","True"
"10","6","WID","False","1","After Period 6 Day 10","AS","True"
"1","2","YAC","False","1","AfterPeriod2Day1","R","True"
"1","4","YAC","False","1","AfterPeriod4Day1","L1","True"
"1","5","YAC","True","1","BeforePeriod5Day1","L2","True"
"1","1","YAC","True","1","Before Period1 Day 1","BS","True"
"1","6","YAC","False","1","AfterPeriod6Day1","AS","True"
"2","1","YAC","True","1","Before Period 1 Day 2","BS","True"
"2","2","YAC","False","1","After Period 2 Day 2","R","True"
"2","4","YAC","False","1","After Period 4 Day 2","L1","True"
"2","5","YAC","True","1","Before Period 5 Day 2","L2","True"
"2","6","YAC","False","1","After Period 6 Day 2","AS","True"
"3","1","YAC","True","1","Before Period 1 Day 3","BS","True"
"3","2","YAC","False","1","After Period 2 Day 3","R","True"
"3","4","YAC","False","1","After Period 4 Day 3","L1","True"
"3","5","YAC","True","1","Before Period 5 Day 3","L2","True"
"3","6","YAC","False","1","After Period 6 Day 3","AS","True"
"4","1","YAC","True","1","Before Period 1 Day 4","BS","True"
"4","2","YAC","False","1","After Period 2 Day 4","R","True"
"4","4","YAC","False","1","After Period 4 Day 4","L1","True"
"4","5","YAC","True","1","Before Period 5 Day 4","L2","True"
"4","6","YAC","False","1","After Period 6 Day 4","AS","True"
"5","1","YAC","True","1","Before Period 1 Day 5","BS","True"
"5","2","YAC","False","1","After Period 2 Day 5","R","True"
"5","4","YAC","False","1","After Period 4 Day 5","L1","True"
"5","5","YAC","True","1","Before Period 5 Day 5","L2","True"
"5","6","YAC","False","1","After Period 6 Day 5","AS","True"
"6","1","YAC","True","1","Before Period 1 Day 6","BS","True"
"6","2","YAC","False","1","After Period 2 Day 6","R","True"
"6","4","YAC","False","1","After Period 4 Day 6","L1","True"
"6","5","YAC","True","1","Before Period 5 Day 6","L2","True"
"6","6","YAC","False","1","After Period 6 Day 6","AS","True"
"7","1","YAC","True","1","Before Period 1 Day 7","BS","True"
"7","2","YAC","False","1","After Period 2 Day 7","R","True"
"7","4","YAC","False","1","After Period 4 Day 7","L1","True"
"7","5","YAC","True","1","Before Period 5 Day 7","L2","True"
"7","6","YAC","False","1","After Period 6 Day 7","AS","True"
"8","1","YAC","True","1","Before Period 1 Day 8","BS","True"
"8","2","YAC","False","1","After Period 2 Day 8","R","True"
"8","4","YAC","False","1","After Period 4 Day 8","L1","True"
"8","5","YAC","True","1","Before Period 5 Day 8","L2","True"
"8","6","YAC","False","1","After Period 6 Day 8","AS","True"
"9","1","YAC","True","1","Before Period 1 Day 9","BS","True"
"9","2","YAC","False","1","After Period 2 Day 9","R","True"
"9","4","YAC","False","1","After Period 4 Day 9","L1","True"
"9","5","YAC","True","1","Before Period 5 Day 9","L2","True"
"9","6","YAC","False","1","After Period 6 Day 9","AS","True"
"10","1","YAC","True","1","Before Period 1 Day 10","BS","True"
"10","2","YAC","False","1","After Period 2 Day 10","R","True"
"10","4","YAC","False","1","After Period 4 Day 10","L1","True"
"10","5","YAC","True","1","Before Period 5 Day 10","L2","True"
"10","6","YAC","False","1","After Period 6 Day 10","AS","True"
"5","6","ALL","False","1","After Period 6 Day 5","AS","True"
"5","4","ALL","False","1","After Period 4 Day 5","L1","True"
"5","5","ALL","True","1","Before Period 5 Day 5","L2","True"
"4","6","ALL","False","1","After Period 6 Day 4","AS","True"
"2","6","ALL","False","1","After Period 6 Day 2","AS","True"
"4","4","ALL","False","1","After Period 4 Day 4","L1","True"
"4","5","ALL","True","1","Before Period 5 Day 4","L2","True"
"5","2","ALL","False","1","After Period 2 Day 5","R","True"
"7","6","ALL","False","1","After Period 6 Day 7","AS","True"
"9","4","ALL","False","1","After Period 4 Day 9","L1","True"
"9","5","ALL","True","1","Before Period 5 Day 9","L2","True"
"10","6","ALL","False","1","After Period 6 Day 10","AS","True"
"10","5","ALL","True","1","Before Period 5 Day 10","L2","True"
"10","4","ALL","False","1","After Period 4 Day 10","L1","True"
"3","4","ALL","False","1","After Period 4 Day 3","L1","True"
"3","5","ALL","True","1","Before Period 5 Day 3","L2","True"
"9","6","ALP","False","1","After Period 6 Day 9","AS","True"
"1","6","ADF","False","1","AfterPeriod6Day1","AS","True"
"6","6","ADF","False","1","After Period 6 Day 6","AS","True"
"2","6","ADF","False","1","After Period 6 Day 2","AS","True"
"4","6","ADF","False","1","After Period 6 Day 4","AS","True"
"7","6","ADF","False","1","After Period 6 Day 7","AS","True"
"8","4","ADF","False","1","After Period 4 Day 8","L1","True"
"8","5","ADF","True","1","Before Period 5 Day 8","L2","True"
"10","4","ADF","False","1","After Period 4 Day 10","L1","True"
"10","5","ADF","True","1","Before Period 5 Day 10","L2","True"
"8","6","ARN","False","1","After Period 6 Day 8","AS","True"
"2","6","ARN","False","1","After Period 6 Day 2","AS","True"
"3","4","ARN","False","1","After Period 4 Day 3","L1","True"
"3","5","ARN","True","1","Before Period 5 Day 3","L2","True"
"8","4","ARN","False","1","After Period 4 Day 8","L1","True"
"8","5","ARN","True","1","Before Period 5 Day 8","L2","True"
"9","6","ARN","False","1","After Period 6 Day 9","AS","True"
"10","6","ARN","False","1","After Period 6 Day 10","AS","True"
"3","6","ARN","False","1","After Period 6 Day 3","AS","True"
"7","2","ARN","False","1","After Period 2 Day 7","R","True"
"6","4","ARN","False","1","After Period 4 Day 6","L1","True"
"6","5","ARN","True","1","Before Period 5 Day 6","L2","True"
"1","4","ARN","False","1","AfterPeriod4Day1","L1","True"
"1","5","ARN","True","1","BeforePeriod5Day1","L2","True"
"2","4","ARN","False","1","After Period 4 Day 2","L1","True"
"2","5","ARN","True","1","Before Period 5 Day 2","L2","True"
"3","2","ARN","False","1","After Period 2 Day 3","R","True"
"4","2","ARN","False","1","After Period 2 Day 4","R","True"
"4","4","ARN","False","1","After Period 4 Day 4","L1","True"
"5","6","ARN","False","1","After Period 6 Day 5","AS","True"
"7","4","ARN","False","1","After Period 4 Day 7","L1","True"
"7","5","ARN","True","1","Before Period 5 Day 7","L2","True"
"9","4","ARN","False","1","After Period 4 Day 9","L1","True"
"9","5","ARN","True","1","Before Period 5 Day 9","L2","True"
"10","6","ANM","False","1","After Period 6 Day 10","AS","True"
"1","6","ANM","False","1","AfterPeriod6Day1","AS","True"
"3","6","ANM","False","1","After Period 6 Day 3","AS","True"
"4","6","ANM","False","1","After Period 6 Day 4","AS","True"
"4","2","ANM","False","1","After Period 2 Day 4","R","True"
"4","4","ANM","False","1","After Period 4 Day 4","L1","True"
"4","5","ANM","True","1","Before Period 5 Day 4","L2","True"
"5","6","ANM","False","1","After Period 6 Day 5","AS","True"
"6","6","ANM","False","1","After Period 6 Day 6","AS","True"
"6","4","ANM","False","1","After Period 4 Day 6","L1","True"
"6","5","ANM","True","1","Before Period 5 Day 6","L2","True"
"7","6","ANM","False","1","After Period 6 Day 7","AS","True"
"8","6","ANM","False","1","After Period 6 Day 8","AS","True"
"9","6","ANM","False","1","After Period 6 Day 9","AS","True"
"9","5","ANM","True","1","Before Period 5 Day 9","L2","True"
"9","4","ANM","False","1","After Period 4 Day 9","L1","True"
"9","2","ANM","False","1","After Period 2 Day 9","R","True"
"7","6","BAK","False","1","After Period 6 Day 7","AS","True"
"9","2","BAK","False","1","After Period 2 Day 9","R","True"
"9","4","BAK","False","1","After Period 4 Day 9","L1","True"
"9","5","BAK","True","1","Before Period 5 Day 9","L2","True"
"9","6","BAK","False","1","After Period 6 Day 9","AS","True"
"4","2","BAK","False","1","After Period 2 Day 4","R","True"
"6","6","BAK","False","1","After Period 6 Day 6","AS","True"
"4","4","BAK","False","1","After Period 4 Day 4","L1","True"
"4","5","BAK","True","1","Before Period 5 Day 4","L2","True"
"4","6","BAK","False","1","After Period 6 Day 4","AS","True"
"5","5","BAK","True","1","Before Period 5 Day 5","L2","True"
"5","4","BAK","False","1","After Period 4 Day 5","L1","True"
"10","2","BAK","False","1","After Period 2 Day 10","R","True"
"10","5","BAK","True","1","Before Period 5 Day 10","L2","True"
"10","4","BAK","False","1","After Period 4 Day 10","L1","True"
"1","2","BAK","False","1","AfterPeriod2Day1","R","True"
"1","6","BAK","False","1","AfterPeriod6Day1","AS","True"
"1","4","BAK","False","1","AfterPeriod4Day1","L1","True"
"1","5","BAK","True","1","BeforePeriod5Day1","L2","True"
"6","4","BAK","False","1","After Period 4 Day 6","L1","True"
"6","5","BAK","True","1","Before Period 5 Day 6","L2","True"
"6","2","BAK","False","1","After Period 2 Day 6","R","True"
"8","6","BML","False","1","After Period 6 Day 8","AS","True"
"5","6","BML","False","1","After Period 6 Day 5","AS","True"
"5","4","BML","False","1","After Period 4 Day 5","L1","True"
"5","5","BML","True","1","Before Period 5 Day 5","L2","True"
"9","6","BML","False","1","After Period 6 Day 9","AS","True"
"1","4","BML","False","1","AfterPeriod4Day1","L1","True"
"6","4","BML","False","1","After Period 4 Day 6","L1","True"
"6","5","BML","True","1","Before Period 5 Day 6","L2","True"
"8","4","BML","False","1","After Period 4 Day 8","L1","True"
"8","5","BML","True","1","Before Period 5 Day 8","L2","True"
"1","5","BML","True","1","BeforePeriod5Day1","L2","True"
"2","4","BML","False","1","After Period 4 Day 2","L1","True"
"2","5","BML","True","1","Before Period 5 Day 2","L2","True"
"3","4","BML","False","1","After Period 4 Day 3","L1","True"
"3","5","BML","True","1","Before Period 5 Day 3","L2","True"
"3","6","BML","False","1","After Period 6 Day 3","AS","True"
"4","2","BML","False","1","After Period 2 Day 4","R","True"
"4","4","BML","False","1","After Period 4 Day 4","L1","True"
"7","2","BML","False","1","After Period 2 Day 7","R","True"
"9","5","BML","True","1","Before Period 5 Day 9","L2","True"
"9","4","BML","False","1","After Period 4 Day 9","L1","True"
"10","6","BML","False","1","After Period 6 Day 10","AS","True"
"2","6","BII","False","1","After Period 6 Day 2","AS","True"
"7","6","BII","False","1","After Period 6 Day 7","AS","True"
"6","6","BII","False","1","After Period 6 Day 6","AS","True"
"10","6","BII","False","1","After Period 6 Day 10","AS","True"
"1","6","BII","False","1","AfterPeriod6Day1","AS","True"
"9","2","BII","False","1","After Period 2 Day 9","R","True"
"9","6","BII","False","1","After Period 6 Day 9","AS","True"
"8","2","BII","False","1","After Period 2 Day 8","R","True"
"8","4","BII","False","1","After Period 4 Day 8","L1","True"
"8","5","BII","True","1","Before Period 5 Day 8","L2","True"
"8","6","BII","False","1","After Period 6 Day 8","AS","True"
"3","6","BII","False","1","After Period 6 Day 3","AS","True"
"4","2","BII","False","1","After Period 2 Day 4","R","True"
"3","4","BII","False","1","After Period 4 Day 3","L1","True"
