"Roll Class Code","Roll Class Block","ColourCode","Periods","Doubles","Triples","Quadruples","Load","Class Code","Class Name","Class Suffix","Teacher Code","Faculty Code","Room Code","Site No","Row No","ClassGroupGuid","RollClassGuid","TeacherGuid","FacultyGuid","RoomGuid","ClassNameGuid"
"12","H","23","1","0","0","0","1.00","1WTD126","Design Technology Wood Unit 3 VCE6","6","MIR","","T5","1","6","{8427AB40-4037-495F-8022-54879FFCA7B4}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{0BAFB222-49D6-481A-B018-8CA786E66FEC}","","{1BD8D620-DC15-4ECF-9813-2F78C527BD51}","{FAC0DA4B-A2A1-4301-9CA4-3FD6ACCA7524}"
"12","I","23","2","0","0","0","1.00","1ENG126","English Unit 3 VCE6","6","OBR","","SC1","1","1","{BEA072A6-7C97-459F-98A4-26D321A2D9C5}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{43FF0F89-9D3B-484B-ABAC-37167FF34678}","","{A05AEBD4-BF47-45CC-A714-2A1357636469}","{2D057F10-8A5B-4CCE-9DA8-98083A9828F2}"
"12","I","23","2","0","0","0","1.00","1HHD126","Health and Human Dev'ment Unit 3 VCE6","6","BML","","SC4","1","2","{BEA072A6-7C97-459F-98A4-26D321A2D9C5}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{806DEB6D-03BE-4619-A0D8-FC88706529B3}","","{C685EFCE-E49F-4802-8C40-A526D0B2885D}","{F5259F22-6031-4A36-9C64-0B1B23588E89}"
"12","I","23","2","0","0","0","1.00","1MAG126","General Mathematics Unit 3 VCE6","6","OSH","","R10","1","3","{BEA072A6-7C97-459F-98A4-26D321A2D9C5}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{CD139A28-5AC9-432E-B869-6500D242B328}","","{96800A09-CC87-4E2A-8872-AE1107C05E0E}","{3E0DEE4F-A1CE-4DC1-AF16-453B2C2C7F39}"
"12","I","23","2","0","0","0","1.00","1MAS126","Specialist Mathematics Unit 3 VCE6","6","STY","","SC5","1","4","{BEA072A6-7C97-459F-98A4-26D321A2D9C5}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{561BBEC4-67AC-4426-91B4-DF10EA8D4093}","","{BAE55C66-916A-49E3-9543-7043DE7BE607}","{807234A2-6CD0-4FD7-B984-4F8F9D1FDEB1}"
"12","I","23","2","0","0","0","1.00","1MED126","Media Unit 3 VCE6","6","GAM","","PA2","1","5","{BEA072A6-7C97-459F-98A4-26D321A2D9C5}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{16514A4B-8F47-451F-A8B4-B146F5DEE338}","","{4AB93CA4-ADB2-4B43-BCBA-A740592A67CD}","{00974783-74C4-4CDC-8A87-607C30ADA56C}"
"12","I","23","2","0","0","0","1.00","1WTD126","Design Technology Wood Unit 3 VCE6","6","MIR","","T5","1","6","{BEA072A6-7C97-459F-98A4-26D321A2D9C5}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{0BAFB222-49D6-481A-B018-8CA786E66FEC}","","{1BD8D620-DC15-4ECF-9813-2F78C527BD51}","{FAC0DA4B-A2A1-4301-9CA4-3FD6ACCA7524}"
"12","J","62","2","0","0","0","1.00","1PCR12A","Pastoral Care Year 12 Sem 1A","A","ZHK","","SC4","1","1","{040B7AC9-14BC-4B4B-B434-3FB6FA1B00EF}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{4D507753-099A-450C-A812-D87CACEB29A1}","","{C685EFCE-E49F-4802-8C40-A526D0B2885D}","{C547A9A4-5402-41A9-862E-E11742365701}"
"12","J","62","2","0","0","0","1.00","1PCR12B","Pastoral Care Year 12 Sem 1B","B","WAN","","SC8","1","2","{040B7AC9-14BC-4B4B-B434-3FB6FA1B00EF}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{BA55FEAD-3CEA-4238-8566-277753E52271}","","{B31EB292-858F-46C4-89D4-41585CAD588E}","{8A759926-A742-40B0-B04A-88996CC099DA}"
"12","J","62","2","0","0","0","1.00","1PCR12C","Pastoral Care Year 12 Sem 1C","C","GAM","","PA2","1","3","{040B7AC9-14BC-4B4B-B434-3FB6FA1B00EF}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{16514A4B-8F47-451F-A8B4-B146F5DEE338}","","{4AB93CA4-ADB2-4B43-BCBA-A740592A67CD}","{3082ED42-2826-4585-91F4-4952E4DE2AE1}"
"12","J","62","2","0","0","0","1.00","1PCR12D","Pastoral Care Year 12 Sem 1D","D","STY","","SC5","1","4","{040B7AC9-14BC-4B4B-B434-3FB6FA1B00EF}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{561BBEC4-67AC-4426-91B4-DF10EA8D4093}","","{BAE55C66-916A-49E3-9543-7043DE7BE607}","{538D95EB-2606-4DEE-B851-4EA75EF88CD5}"
"12","J","62","2","0","0","0","1.00","1PCR12E","Pastoral Care Year 12 Sem 1E","E","BML","","SC7","1","5","{040B7AC9-14BC-4B4B-B434-3FB6FA1B00EF}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{806DEB6D-03BE-4619-A0D8-FC88706529B3}","","{23BF3753-F584-4992-AA10-D69C8F37A0D9}","{0D85A8AE-6D0D-47C1-8DDB-173B7B2AB046}"
"12","J","62","2","0","0","0","1.00","1PCR12F","Pastoral Care Year 12 Sem 1F","F","VID","","SC3","1","6","{040B7AC9-14BC-4B4B-B434-3FB6FA1B00EF}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{87668229-91A8-4FD3-8866-FDA868C85FC0}","","{E610ABD1-0D8C-4FD3-B188-79FFF7E97209}","{77D93793-D86F-46C5-A0B4-770DF04DA3C2}"
"12","K","13","4","2","0","0","1.00","1DED128","Distance Education Year 12 Sem 18","8","YOU","","","1","1","{2B556F98-02E4-4AED-A480-69A3859E53FB}","{8EC4F63D-6B5D-411C-8AF9-2A4B52A0160C}","{1D342E8D-9F31-47BE-983A-84C9C23F0419}","","","{641CD3E3-FB03-44A8-96B4-5E71736A5A02}"
"11","A","15","9","2","0","0","1.00","1ENG111","English Unit 1 VCE1","1","BAK","","SC2","1","1","{2CD4297D-FD57-48C0-B83F-71CC02B7125D}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{DDDBF5CC-5130-4439-A610-DB50B6586AFC}","","{C5B83D22-5FA7-4762-8DDD-03B8B2ED9E31}","{658FA3D2-4396-48C9-93CD-A1A9B460A5CB}"
"11","A","15","9","2","0","0","1.00","1BIO111","Biology Unit 1 VCE1","1","PGE","","S1","1","2","{2CD4297D-FD57-48C0-B83F-71CC02B7125D}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{0488C216-89A6-4EEF-82DC-0775F4E7052E}","","{E8C0DBB7-7AE2-4215-9884-2F7224082549}","{1B900354-721F-4BA6-A5FB-2ACC1B9D6898}"
"11","A","15","9","2","0","0","1.00","1BUS111","Business Management Unit 1 VCE1","1","TSI","","R15","1","3","{2CD4297D-FD57-48C0-B83F-71CC02B7125D}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{940569E0-0777-41AD-B2BB-E53D63829C2B}","","{3C1FC079-CC73-4730-A6D3-339EF2ED5943}","{5D068C1D-DDA4-492C-8EA6-3B52961A668B}"
"11","A","15","9","2","0","0","1.00","1DTS111","Theatre Studies Unit 1 VCE1","1","HIN","","PA4","1","4","{2CD4297D-FD57-48C0-B83F-71CC02B7125D}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{352C7037-98BA-4002-A0B7-5AFEA9BB8CEC}","","{63DECF4E-E56F-422B-B33E-8F00384C87B8}","{41B6E179-277F-49C7-A475-5DE0A268C754}"
"11","A","15","9","2","0","0","1.00","1HHD111","Health and Human Dev'ment Unit 1 VCE1","1","BML","","SC4","1","5","{2CD4297D-FD57-48C0-B83F-71CC02B7125D}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{806DEB6D-03BE-4619-A0D8-FC88706529B3}","","{C685EFCE-E49F-4802-8C40-A526D0B2885D}","{CA4F22C9-D590-4776-B930-EA7E0E347D68}"
"11","A","15","9","2","0","0","1.00","1VLIT111","Vocational Major Literacy Year 11 Sem 11","1","ALP","","R13","1","6","{2CD4297D-FD57-48C0-B83F-71CC02B7125D}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{B2DCA803-8611-41BF-AAFD-1CE2852F981F}","","{B5662FCA-27CE-4417-84BB-ACFDE78512FA}","{74C891E0-42CD-4801-98C9-7681F6013478}"
"11","B","16","9","2","0","0","1.00","1ENG112","English Unit 1 VCE2","2","OBR","","SC2","1","1","{A6F65AF2-5B5E-472B-9BD3-3A0014162197}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{43FF0F89-9D3B-484B-ABAC-37167FF34678}","","{C5B83D22-5FA7-4762-8DDD-03B8B2ED9E31}","{09BAC9B5-3752-4946-A017-175993A115E1}"
"11","B","16","9","2","0","0","1.00","1ACC112","Accounting Unit 1 VCE2","2","CNM","","R15","1","2","{A6F65AF2-5B5E-472B-9BD3-3A0014162197}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{3B6AF5DE-9CB3-4643-8ABC-BB75DDF26E6F}","","{3C1FC079-CC73-4730-A6D3-339EF2ED5943}","{B941F8CB-3A93-4302-82E0-7B871635C30C}"
"11","B","16","9","2","0","0","1.00","1BIO112","Biology Unit 1 VCE2","2","WAN","","S2","1","3","{A6F65AF2-5B5E-472B-9BD3-3A0014162197}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{BA55FEAD-3CEA-4238-8566-277753E52271}","","{33B5E2FE-C2CB-405C-9EEA-09D1383A41A4}","{FB77187F-0AA0-427E-BD63-6F75B3E66B94}"
"11","B","16","9","2","0","0","1.00","1MAG112","General Mathematics Unit 1 VCE2","2","ARN","","SC6","1","4","{A6F65AF2-5B5E-472B-9BD3-3A0014162197}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{83D556DD-E5DE-479B-A681-DE60B2931BAA}","","{F255817B-E668-4229-84B1-4B389C7F8C9C}","{E4AFCFF2-01D4-46A8-9A44-105A6B99C769}"
"11","B","16","9","2","0","0","1.00","1MAM112","Mathematical Methods Unit 1 VCE2","2","PEL","","R10","1","5","{A6F65AF2-5B5E-472B-9BD3-3A0014162197}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{9A879E6D-03DE-4E6B-B9CF-5DCE9067BB1D}","","{96800A09-CC87-4E2A-8872-AE1107C05E0E}","{A4CA29C4-3D9B-4EF2-99F4-D282000CED9D}"
"11","B","16","9","2","0","0","1.00","1MUS112","Music Performance Unit 1 VCE2","2","MAR","","PA6","1","6","{A6F65AF2-5B5E-472B-9BD3-3A0014162197}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{41B179B0-40FC-4775-892B-160A1B443EFB}","","{32962BBE-C0FA-4FE3-8757-D2143134B670}","{3A7F775C-E452-4FAA-97CB-1386F9E55BD3}"
"11","B","16","9","2","0","0","1.00","1VNUM112","Vocational Major Foundation Maths Unit 1 VCE2","2","PGE","","R13","1","7","{A6F65AF2-5B5E-472B-9BD3-3A0014162197}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{0488C216-89A6-4EEF-82DC-0775F4E7052E}","","{B5662FCA-27CE-4417-84BB-ACFDE78512FA}","{28127373-83C7-4074-8268-B9814EEE3EEA}"
"11","C","17","9","2","0","0","1.00","1AME113","Art Making and Exhibiting Unit 1 VCE3","3","FEJ","","T4","1","1","{E151644F-9C22-4EE1-96BB-AB7B739D1398}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{40AD2993-D198-472C-996E-80E1EE35B8B3}","","{7043F727-0439-41CB-9036-72B31B65387F}","{B25CB783-2ACD-47D2-8314-8E89948C263F}"
"11","C","17","9","2","0","0","1.00","1LEG113","Legal Studies Unit 1 VCE3","3","ZHK","","R15","1","2","{E151644F-9C22-4EE1-96BB-AB7B739D1398}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{4D507753-099A-450C-A812-D87CACEB29A1}","","{3C1FC079-CC73-4730-A6D3-339EF2ED5943}","{4A0BD19E-37B0-4046-A19F-D2BE458C253F}"
"11","C","17","9","2","0","0","1.00","1MAS113","Specialist Mathematics Unit 1 VCE3","3","STY","","SC5","1","3","{E151644F-9C22-4EE1-96BB-AB7B739D1398}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{561BBEC4-67AC-4426-91B4-DF10EA8D4093}","","{BAE55C66-916A-49E3-9543-7043DE7BE607}","{49C32815-E643-4971-A38B-795194CE46F0}"
"11","C","17","9","2","0","0","1.00","1PED113","Physical Education Unit 1 VCE3","3","MAZ","","SC3","1","4","{E151644F-9C22-4EE1-96BB-AB7B739D1398}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{A9B87346-C226-4659-B2FC-9431F72E64AB}","","{E610ABD1-0D8C-4FD3-B188-79FFF7E97209}","{16B4B893-0E69-491C-996E-509DB39C7AFF}"
"11","C","17","9","2","0","0","1.00","1PSY113","Psychology Unit 1 VCE3","3","MRE","","SC7","1","5","{E151644F-9C22-4EE1-96BB-AB7B739D1398}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{FE9412D1-8BB0-4803-9623-B3ED7080EBBE}","","{23BF3753-F584-4992-AA10-D69C8F37A0D9}","{14BBA4A0-6820-4012-A9F3-754E77C88C0D}"
"11","C","17","9","2","0","0","1.00","1VSR113","VET Sport and Recreation Chelt Year 13","3","SAN","","R13","1","6","{E151644F-9C22-4EE1-96BB-AB7B739D1398}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{56812F21-6BD0-4521-ADA1-903B05E60ED8}","","{B5662FCA-27CE-4417-84BB-ACFDE78512FA}","{F9C2EEAB-2CA0-4830-95C6-152F7C88EDFA}"
"11","D","18","8","2","0","0","1.00","1ENG114","English Unit 1 VCE4","4","VOU","","SC2","1","1","{09EAF155-FF1F-4D34-83B3-EAB90AC4FA92}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{D7EB2A28-2089-44B1-B14E-338E0AC487E3}","","{C5B83D22-5FA7-4762-8DDD-03B8B2ED9E31}","{626FBB6C-63AC-4FDC-A2B4-F3B855F73411}"
"11","D","18","8","2","0","0","1.00","1BUS114","Business Management Unit 1 VCE4","4","TSI","","R15","1","2","{09EAF155-FF1F-4D34-83B3-EAB90AC4FA92}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{940569E0-0777-41AD-B2BB-E53D63829C2B}","","{3C1FC079-CC73-4730-A6D3-339EF2ED5943}","{E62E4DB8-1364-49EF-B7F0-84E1D79769BF}"
"11","D","18","8","2","0","0","1.00","1CHM114","Chemistry Unit 1 VCE4","4","SMP","","S1","1","3","{09EAF155-FF1F-4D34-83B3-EAB90AC4FA92}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{D15BAB4D-8A92-476B-8982-A571C1BDD487}","","{E8C0DBB7-7AE2-4215-9884-2F7224082549}","{5A37D0E7-C79B-4A51-B19D-44AEEABED27A}"
"11","D","18","8","2","0","0","1.00","1FST114","Food Studies Unit 1 VCE4","4","HOP","","T8","1","4","{09EAF155-FF1F-4D34-83B3-EAB90AC4FA92}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{3FF650E7-1855-4BB3-9A51-05B6326CAE73}","","{4195E065-1B91-4B64-9719-57DCA4BC1208}","{7EE6B351-C8A4-439C-955E-E38152C1490D}"
"11","D","18","8","2","0","0","1.00","1MAG114","General Mathematics Unit 1 VCE4","4","ARN","","SC5","1","5","{09EAF155-FF1F-4D34-83B3-EAB90AC4FA92}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{83D556DD-E5DE-479B-A681-DE60B2931BAA}","","{BAE55C66-916A-49E3-9543-7043DE7BE607}","{4637FE82-1643-43B8-96B2-C7C3F76C075A}"
"11","E","18","1","0","0","0","1.00","1ENG114","English Unit 1 VCE4","4","VOU","","SC2","1","1","{9FE71594-6B4B-4B13-84E1-9D913D323628}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{D7EB2A28-2089-44B1-B14E-338E0AC487E3}","","{C5B83D22-5FA7-4762-8DDD-03B8B2ED9E31}","{626FBB6C-63AC-4FDC-A2B4-F3B855F73411}"
"11","E","18","1","0","0","0","1.00","1BUS114","Business Management Unit 1 VCE4","4","TSI","","R15","1","2","{9FE71594-6B4B-4B13-84E1-9D913D323628}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{940569E0-0777-41AD-B2BB-E53D63829C2B}","","{3C1FC079-CC73-4730-A6D3-339EF2ED5943}","{E62E4DB8-1364-49EF-B7F0-84E1D79769BF}"
"11","E","18","1","0","0","0","1.00","1CHM114","Chemistry Unit 1 VCE4","4","SMP","","S1","1","3","{9FE71594-6B4B-4B13-84E1-9D913D323628}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{D15BAB4D-8A92-476B-8982-A571C1BDD487}","","{E8C0DBB7-7AE2-4215-9884-2F7224082549}","{5A37D0E7-C79B-4A51-B19D-44AEEABED27A}"
"11","E","18","1","0","0","0","1.00","1FST114","Food Studies Unit 1 VCE4","4","HOP","","T8","1","4","{9FE71594-6B4B-4B13-84E1-9D913D323628}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{3FF650E7-1855-4BB3-9A51-05B6326CAE73}","","{4195E065-1B91-4B64-9719-57DCA4BC1208}","{7EE6B351-C8A4-439C-955E-E38152C1490D}"
"11","E","18","1","0","0","0","1.00","1MAG114","General Mathematics Unit 1 VCE4","4","ARN","","SC5","1","5","{9FE71594-6B4B-4B13-84E1-9D913D323628}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{83D556DD-E5DE-479B-A681-DE60B2931BAA}","","{BAE55C66-916A-49E3-9543-7043DE7BE607}","{4637FE82-1643-43B8-96B2-C7C3F76C075A}"
"11","F","19","9","2","0","0","1.00","1ENG115","English Unit 1 VCE5","5","BAK","","SC2","1","1","{F9FCCC55-BB91-4F52-BEAE-E77A7081E41D}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{DDDBF5CC-5130-4439-A610-DB50B6586AFC}","","{C5B83D22-5FA7-4762-8DDD-03B8B2ED9E31}","{A4E72A43-D3A8-488D-AC39-A780FC6D7C6E}"
"11","F","19","9","2","0","0","1.00","1EAL115","English as an Additional Lang. Unit 1 VCE5","5","WIL","","SC3","1","2","{F9FCCC55-BB91-4F52-BEAE-E77A7081E41D}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{9FE813AC-C499-495A-8B08-7FEE6C0ACC05}","","{E610ABD1-0D8C-4FD3-B188-79FFF7E97209}","{280C0CD4-3F3E-4643-BD65-A58041BB14C3}"
"11","F","19","9","2","0","0","1.00","1MAM115","Mathematical Methods Unit 1 VCE5","5","CHG","","SC6","1","3","{F9FCCC55-BB91-4F52-BEAE-E77A7081E41D}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{A31FA2DB-8F75-44C6-9891-82B1F6F772A4}","","{F255817B-E668-4229-84B1-4B389C7F8C9C}","{D170C790-FF55-42AF-B752-5C0674D3909B}"
"11","F","19","9","2","0","0","1.00","1PED115","Physical Education Unit 1 VCE5","5","SAN","","SC4","1","4","{F9FCCC55-BB91-4F52-BEAE-E77A7081E41D}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{56812F21-6BD0-4521-ADA1-903B05E60ED8}","","{C685EFCE-E49F-4802-8C40-A526D0B2885D}","{FB42442F-3AAD-4272-894F-5BD0F3ACE14F}"
"11","F","19","9","2","0","0","1.00","1PSY115","Psychology Unit 1 VCE5","5","MRE","","SC7","1","5","{F9FCCC55-BB91-4F52-BEAE-E77A7081E41D}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{FE9412D1-8BB0-4803-9623-B3ED7080EBBE}","","{23BF3753-F584-4992-AA10-D69C8F37A0D9}","{136C2279-6A16-4AA4-A0EC-634378A1DC91}"
"11","G","23","6","2","0","0","1.00","1ENG116","English Unit 1 VCE6","6","RIC","","SC2","1","1","{333B3504-7E6B-4039-821E-580FA8BFD22A}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{4D3E13DC-5D7B-4A9D-BE1D-50E0BD434A8F}","","{C5B83D22-5FA7-4762-8DDD-03B8B2ED9E31}","{51E8CA52-90DA-4BE8-85A6-B73D44ADD0F5}"
"11","G","23","6","2","0","0","1.00","1HHD116","Health and Human Dev'ment Unit 1 VCE6","6","SMA","","SC3","1","2","{333B3504-7E6B-4039-821E-580FA8BFD22A}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{154265BE-27BD-455B-9C38-D18B83000A2A}","","{E610ABD1-0D8C-4FD3-B188-79FFF7E97209}","{73016809-1B6B-4220-96ED-6EA024D2337D}"
"11","G","23","6","2","0","0","1.00","1HIS116","History Unit 1 VCE6","6","ALL","","SC8","1","3","{333B3504-7E6B-4039-821E-580FA8BFD22A}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{B779FAD7-B226-4549-97F4-15E6022B2232}","","{B31EB292-858F-46C4-89D4-41585CAD588E}","{EA4B7A49-8858-4511-A1A8-58FE7D46BAF7}"
"11","G","23","6","2","0","0","1.00","1PHY116","Physics Unit 1 VCE6","6","CDA","","S3","1","4","{333B3504-7E6B-4039-821E-580FA8BFD22A}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{BD28E20E-C7ED-45E1-9A42-D92A7160AD16}","","{FCE0E0C5-EBC5-4578-8AED-4913C13BDED5}","{248D62DF-2B43-496C-962F-F07132CC2C22}"
"11","G","23","6","2","0","0","1.00","1WDT116","Design Technology Wood Unit 1 VCE6","6","MIR","","T5","1","5","{333B3504-7E6B-4039-821E-580FA8BFD22A}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{0BAFB222-49D6-481A-B018-8CA786E66FEC}","","{1BD8D620-DC15-4ECF-9813-2F78C527BD51}","{77B69127-ADFE-4011-ABA2-A5AEBB975968}"
"11","H","23","1","0","0","0","1.00","1ENG116","English Unit 1 VCE6","6","RIC","","SC2","1","1","{B93179D7-1B53-4897-9C10-219C85030089}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{4D3E13DC-5D7B-4A9D-BE1D-50E0BD434A8F}","","{C5B83D22-5FA7-4762-8DDD-03B8B2ED9E31}","{51E8CA52-90DA-4BE8-85A6-B73D44ADD0F5}"
"11","H","23","1","0","0","0","1.00","1HHD116","Health and Human Dev'ment Unit 1 VCE6","6","SMA","","SC3","1","2","{B93179D7-1B53-4897-9C10-219C85030089}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{154265BE-27BD-455B-9C38-D18B83000A2A}","","{E610ABD1-0D8C-4FD3-B188-79FFF7E97209}","{73016809-1B6B-4220-96ED-6EA024D2337D}"
"11","H","23","1","0","0","0","1.00","1HIS116","History Unit 1 VCE6","6","ALL","","SC8","1","3","{B93179D7-1B53-4897-9C10-219C85030089}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{B779FAD7-B226-4549-97F4-15E6022B2232}","","{B31EB292-858F-46C4-89D4-41585CAD588E}","{EA4B7A49-8858-4511-A1A8-58FE7D46BAF7}"
"11","H","23","1","0","0","0","1.00","1PHY116","Physics Unit 1 VCE6","6","CDA","","S3","1","4","{B93179D7-1B53-4897-9C10-219C85030089}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{BD28E20E-C7ED-45E1-9A42-D92A7160AD16}","","{FCE0E0C5-EBC5-4578-8AED-4913C13BDED5}","{248D62DF-2B43-496C-962F-F07132CC2C22}"
"11","H","23","1","0","0","0","1.00","1WDT116","Design Technology Wood Unit 1 VCE6","6","MIR","","T5","1","5","{B93179D7-1B53-4897-9C10-219C85030089}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{0BAFB222-49D6-481A-B018-8CA786E66FEC}","","{1BD8D620-DC15-4ECF-9813-2F78C527BD51}","{77B69127-ADFE-4011-ABA2-A5AEBB975968}"
"11","I","23","2","0","0","0","1.00","1ENG116","English Unit 1 VCE6","6","RIC","","SC2","1","1","{A4CFFF96-ECCC-4254-A13E-C13E38A63BAD}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{4D3E13DC-5D7B-4A9D-BE1D-50E0BD434A8F}","","{C5B83D22-5FA7-4762-8DDD-03B8B2ED9E31}","{51E8CA52-90DA-4BE8-85A6-B73D44ADD0F5}"
"11","I","23","2","0","0","0","1.00","1HHD116","Health and Human Dev'ment Unit 1 VCE6","6","SMA","","SC3","1","2","{A4CFFF96-ECCC-4254-A13E-C13E38A63BAD}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{154265BE-27BD-455B-9C38-D18B83000A2A}","","{E610ABD1-0D8C-4FD3-B188-79FFF7E97209}","{73016809-1B6B-4220-96ED-6EA024D2337D}"
"11","I","23","2","0","0","0","1.00","1HIS116","History Unit 1 VCE6","6","ALL","","SC8","1","3","{A4CFFF96-ECCC-4254-A13E-C13E38A63BAD}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{B779FAD7-B226-4549-97F4-15E6022B2232}","","{B31EB292-858F-46C4-89D4-41585CAD588E}","{EA4B7A49-8858-4511-A1A8-58FE7D46BAF7}"
"11","I","23","2","0","0","0","1.00","1PHY116","Physics Unit 1 VCE6","6","CDA","","S3","1","4","{A4CFFF96-ECCC-4254-A13E-C13E38A63BAD}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{BD28E20E-C7ED-45E1-9A42-D92A7160AD16}","","{FCE0E0C5-EBC5-4578-8AED-4913C13BDED5}","{248D62DF-2B43-496C-962F-F07132CC2C22}"
"11","I","23","2","0","0","0","1.00","1WDT116","Design Technology Wood Unit 1 VCE6","6","MIR","","T5","1","5","{A4CFFF96-ECCC-4254-A13E-C13E38A63BAD}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{0BAFB222-49D6-481A-B018-8CA786E66FEC}","","{1BD8D620-DC15-4ECF-9813-2F78C527BD51}","{77B69127-ADFE-4011-ABA2-A5AEBB975968}"
"11","J","62","2","0","0","0","1.00","1PCR11A","Pastoral Care Year 11 Sem 1A","A","RIC","","SC2","1","1","{867C3C3B-E36E-409A-AB84-F1A516F9073A}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{4D3E13DC-5D7B-4A9D-BE1D-50E0BD434A8F}","","{C5B83D22-5FA7-4762-8DDD-03B8B2ED9E31}","{D8FDFA3A-7A7C-40B9-A530-26C8B1F0843E}"
"11","J","62","2","0","0","0","1.00","1PCR11B","Pastoral Care Year 11 Sem 1B","B","HIN","","SC1","1","2","{867C3C3B-E36E-409A-AB84-F1A516F9073A}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{352C7037-98BA-4002-A0B7-5AFEA9BB8CEC}","","{A05AEBD4-BF47-45CC-A714-2A1357636469}","{2042B9F7-2017-407B-BB09-96DD06DC6F6D}"
"11","J","62","2","0","0","0","1.00","1PCR11C","Pastoral Care Year 11 Sem 1C","C","CHG","","SC6","1","3","{867C3C3B-E36E-409A-AB84-F1A516F9073A}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{A31FA2DB-8F75-44C6-9891-82B1F6F772A4}","","{F255817B-E668-4229-84B1-4B389C7F8C9C}","{8EC4B4AF-13CC-4351-B025-7C5EC3292FB9}"
